Student Name,Roll No,ID,Mobile Number,College Name,Address,Email ID,Passing Year,Branch,Trade,Total Marks,CGPA,Grade
Nitya Rattan,R0299,ID00299,9239611112,"Lala, Krishnamurthy and Baria College","H.No. 70, Vig Ganj, Amaravati 951012",deshpanderania@hotmail.com,2022,Civil,VLSI,521,6.65,C
Myra Luthra,R0300,ID00300,9292600564,"Sharaf, Deshmukh and Sheth College","60/15, Vasa Nagar, Barasat 424893",bbahri@kashyap.com,2021,Computer Science,Networking,463,6.02,C
Suhana Buch,R0301,ID00301,9903886552,"Chadha, Sandal and Iyengar College","H.No. 332, Choudhury Zila, Ramagundam-598646",brahmbhatttushar@ranganathan.info,2022,Information Technology,Structural Design,593,7.91,B
Shaan Kumar,R0302,ID00302,9868050760,Balakrishnan-Agrawal College,"H.No. 75, Gara Ganj, Surat 551345",kashvi49@goyal-saxena.com,2021,Civil,Structural Design,445,8.42,A
Manjari Swamy,R0303,ID00303,9701447240,"Chahal, Handa and Krishnan College","13, Varkey Street, Morena-417845",shayak18@hotmail.com,2020,Electronics,Power Systems,583,8.39,A
Yakshit Choudhary,R0304,ID00304,9656945914,Sant-Shetty College,"73/45, Khatri Marg, Dindigul-034188",nitarabajaj@hotmail.com,2023,Electrical,Software Engineering,591,6.38,C
Aarush Sampath,R0305,ID00305,9161837865,Sem LLC College,"H.No. 49, Sanghvi Chowk, Bareilly 387225",dishani54@atwal.biz,2024,Electronics,Networking,480,9.81,A+
Vihaan Mani,R0306,ID00306,9159529054,"Tella, Sekhon and Sen College","74/380, Barman Path, Motihari 059121",ishaangera@mangal-gour.org,2020,Electronics,Software Engineering,549,7.72,B
Amani Srivastava,R0307,ID00307,9759958429,Subramanian Ltd College,"H.No. 79, Gupta Marg, Tadepalligudem-778745",qdubey@hotmail.com,2022,Computer Science,Networking,418,8.22,A
Tarini Batra,R0308,ID00308,9561195848,Ghose and Sons College,"71/66, Iyengar Path, Junagadh-329011",romildesai@bail.org,2021,Information Technology,Software Engineering,494,6.68,C
Bhamini Kapadia,R0309,ID00309,9331621364,"Iyer, Ravel and Tandon College","18/66, Krish Circle, Guwahati-783599",bhattishalv@mangal.com,2025,Information Technology,Software Engineering,436,9.14,A+
Saanvi Chad,R0310,ID00310,9219853627,Kar PLC College,"H.No. 29, Barad Ganj, Jammu-685550",eshani89@gmail.com,2020,Computer Science,Thermodynamics,456,9.03,A+
Lavanya Rau,R0311,ID00311,9906702978,Choudhury-Kadakia College,"H.No. 41, Srinivas Marg, Mango 192795",hiransalvi@yahoo.com,2025,Information Technology,Thermodynamics,488,6.62,C
Charvi Viswanathan,R0312,ID00312,9603328522,Chanda and Sons College,"781, Zachariah Street, Srikakulam 802224",mehul35@swaminathan-borah.org,2021,Information Technology,Software Engineering,506,7.15,B
Urvi Manne,R0313,ID00313,9424626719,Krish PLC College,"H.No. 740, Srinivas Circle, Dhanbad 342128",shroffreyansh@gmail.com,2024,Electrical,Software Engineering,520,6.42,C
Ishaan Sharma,R0314,ID00314,9922120173,Kala LLC College,"41/979, Wable Road, Siliguri-454372",pbail@kade.info,2023,Electrical,Networking,491,8.35,A
Yasmin Ramachandran,R0315,ID00315,9883889177,Mahal PLC College,"15, Konda Nagar, Khandwa 618857",hiran77@mander-hayre.info,2020,Electrical,Software Engineering,543,8.6,A
Aniruddh Chopra,R0316,ID00316,9874839597,Rajan-Mahal College,"H.No. 64, Chahal Path, Baranagar 970860",ybehl@ranganathan.info,2025,Electronics,Software Engineering,470,7.93,B
Amani Bose,R0317,ID00317,9848749823,"Lal, Kumar and Sha College","67, Sem Path, Nangloi Jat-455068",rasha83@gmail.com,2022,Electrical,Thermodynamics,425,7.06,B
Veer Singh,R0318,ID00318,9752575449,"Saha, Kant and Ram College","H.No. 75, Agrawal Path, Giridih-589408",jiya61@dugar.info,2021,Computer Science,Structural Design,596,8.24,A
Zaina Chatterjee,R0319,ID00319,9746768095,"Bhattacharyya, Chaudhary and Khalsa College","382, Rama Road, Guna-300092",jivikahegde@gmail.com,2025,Electrical,Software Engineering,458,9.15,A+
Ira Sant,R0320,ID00320,9308967398,Babu Ltd College,"197, Samra Street, Shimoga-631625",jsule@gmail.com,2022,Civil,VLSI,523,8.99,A
Shlok Mangat,R0321,ID00321,9121763536,Gaba-Sani College,"H.No. 02, Dora, Hosur 100349",purabdhingra@hotmail.com,2023,Information Technology,Thermodynamics,533,7.16,B
Ira Sarna,R0322,ID00322,9964386345,"Sampath, Thakur and Hans College","H.No. 732, Chanda Path, Navi Mumbai-630486",chardhanuk@rama.net,2021,Electrical,Networking,475,6.23,C
Taran Srivastava,R0323,ID00323,9914389304,Mangat-Kurian College,"51, Kapur Ganj, Giridih 594148",kimaya78@gmail.com,2025,Civil,VLSI,533,8.18,A
Khushi Anand,R0324,ID00324,9904046306,Srinivas Inc College,"H.No. 48, Doctor Path, Shahjahanpur-669514",neysa23@yahoo.com,2025,Electrical,Power Systems,568,7.02,B
Veer Mahal,R0325,ID00325,9857678854,Bhattacharyya Ltd College,"06/824, Dyal Street, Parbhani 015255",suhanavig@hotmail.com,2021,Civil,Networking,545,9.84,A+
Zeeshan Loyal,R0326,ID00326,9242599461,"Barman, Korpal and Kaur College","13/243, Karnik Zila, Faridabad 845165",surashayak@verma.com,2020,Mechanical,Software Engineering,430,6.76,C
Rasha Batra,R0327,ID00327,9507519277,"Seshadri, Datta and Dey College","489, Kapadia Chowk, Allahabad-610392",xchopra@raju-sundaram.com,2021,Computer Science,Software Engineering,549,7.13,B
Diya Khosla,R0328,ID00328,9462158448,Suresh-Zacharia College,"H.No. 06, Apte Nagar, Srinagar-806148",vidur36@rajagopalan-thaman.com,2024,Electronics,Networking,561,8.73,A
Diya Sahota,R0329,ID00329,9114452509,"Bhattacharyya, Iyengar and Varkey College","570, Borra Marg, Gudivada 974816",yakshit90@venkatesh-barman.com,2021,Civil,Thermodynamics,553,9.77,A+
Urvi Rama,R0330,ID00330,9697504769,"Devi, Vohra and Loyal College","148, Ramesh Circle, Dibrugarh-077060",zainakarnik@ahuja.com,2020,Electronics,Thermodynamics,458,8.09,A
Pihu Keer,R0331,ID00331,9394277828,Trivedi-Batta College,"41, Kapadia Path, New Delhi-508174",wsaran@hotmail.com,2020,Information Technology,Structural Design,484,6.66,C
Ojas Loyal,R0332,ID00332,9475951534,Garg-Barman College,"96/17, Chatterjee Path, Guntakal-951787",devansh87@kari-chhabra.org,2021,Electrical,Networking,445,8.76,A
Prerak Singh,R0333,ID00333,9106764672,Baral-Varghese College,"H.No. 99, Rajagopal Ganj, Cuttack-129015",evirk@goel.com,2025,Electrical,Thermodynamics,401,7.31,B
Dharmajan Sharaf,R0334,ID00334,9248445315,Arora-Bandi College,"51, Sangha Nagar, Muzaffarpur-290711",laganchadha@viswanathan.com,2021,Information Technology,Thermodynamics,541,6.4,C
Siya Bera,R0335,ID00335,9896066009,Hayer PLC College,"84/943, Ramakrishnan Chowk, Karawal Nagar-498195",madandhanuk@apte.com,2021,Electrical,VLSI,590,8.64,A
Abram Kar,R0336,ID00336,9369463482,"Anand, Kale and Wali College","23/18, Thakur Road, Gaya 822988",nkaran@yahoo.com,2024,Information Technology,Structural Design,525,7.56,B
Anya Loyal,R0337,ID00337,9242215881,"Halder, Shetty and Dani College","77, Bedi Marg, Kanpur 710211",jhaverirohan@kota.com,2022,Electronics,Structural Design,500,6.2,C
Vaibhav Kade,R0338,ID00338,9271503380,"Rout, Suresh and Bath College","60/72, Sodhi Circle, Bhatpara-906727",zoyabains@barad.com,2023,Computer Science,Power Systems,562,7.33,B
Jivin Chand,R0339,ID00339,9661887718,Toor Inc College,"40, Uppal Marg, Nizamabad 079049",xchhabra@ghosh.com,2025,Information Technology,VLSI,503,8.91,A
Indrans Dhingra,R0340,ID00340,9878363368,Keer-Kara College,"88, Ganguly Zila, Ongole-523140",samairasuri@gmail.com,2025,Mechanical,Power Systems,425,6.55,C
Hridaan Ganesh,R0341,ID00341,9732601620,"Balay, Sant and Dass College","23/080, Vaidya Circle, Phagwara-794799",saanviseshadri@devan.com,2023,Electrical,Power Systems,433,7.03,B
Zara Karnik,R0342,ID00342,9136275879,Iyer LLC College,"H.No. 612, Kuruvilla Street, Unnao 951882",vanya18@yahoo.com,2023,Computer Science,Networking,520,6.91,C
Vedika Dhingra,R0343,ID00343,9586204272,"Krishnamurthy, Aurora and Dubey College","07/59, Suresh Zila, Vadodara-202621",kashvisampath@ghose.com,2024,Mechanical,VLSI,530,7.75,B
Rohan Seshadri,R0344,ID00344,9339565935,Dhawan-Kota College,"H.No. 95, Batta Road, Jamnagar-061503",saira84@gupta-kade.net,2022,Information Technology,Software Engineering,461,7.25,B
Manikya Deo,R0345,ID00345,9594936056,Dasgupta-Kohli College,"09, Bose Marg, Ghaziabad 241632",adviktak@hotmail.com,2020,Mechanical,Thermodynamics,596,9.56,A+
Mehul Bhargava,R0346,ID00346,9679724588,Dube-Wason College,"H.No. 67, Saran Circle, Delhi-005662",farhan62@batra-kala.com,2020,Mechanical,VLSI,572,8.18,A
Hridaan Subramanian,R0347,ID00347,9506865963,"Master, Keer and Raman College","88/298, Tara Path, Sangli-Miraj & Kupwad 751421",evarghese@yahoo.com,2022,Electronics,Structural Design,558,7.47,B
Pihu Mangal,R0348,ID00348,9977744504,Uppal and Sons College,"960, Deshpande Road, Kanpur 573465",ybora@rastogi.biz,2022,Electronics,Thermodynamics,579,9.75,A+
Faiyaz Sundaram,R0349,ID00349,9387138428,Amble-Bains College,"H.No. 82, Kapoor Zila, Amroha-825746",ovasa@hotmail.com,2024,Mechanical,Thermodynamics,577,8.0,A
Azad Srinivasan,R0350,ID00350,9399668618,Srinivasan-Chakraborty College,"18/870, Shroff Ganj, Chennai-738978",bhasinanvi@hotmail.com,2022,Civil,Structural Design,543,7.08,B
Taimur Wason,R0351,ID00351,9756336620,"Kuruvilla, Gulati and Chadha College","097, Singh Marg, Sasaram-693098",wsood@choudhury.com,2025,Information Technology,VLSI,422,6.45,C
Kartik Dayal,R0352,ID00352,9879997085,Bedi-Chaudhari College,"98/74, Borah Path, Pallavaram-576514",sawhneyhazel@hotmail.com,2022,Computer Science,Networking,585,7.6,B
Nishith Mahajan,R0353,ID00353,9453147097,"Bahl, Bajaj and Buch College","39, Wable Road, Patna 707917",kashvi25@hotmail.com,2025,Computer Science,Networking,533,9.86,A+
Ryan Ramachandran,R0354,ID00354,9301337242,Brahmbhatt-Seshadri College,"29, Sane Marg, Danapur-217443",uthkarshmanne@yahoo.com,2025,Electrical,Structural Design,566,9.06,A+
Farhan Bobal,R0355,ID00355,9607872873,Kapadia-Yadav College,"29/95, Hayer Chowk, Kurnool-018652",diya86@desai.org,2024,Electronics,Thermodynamics,499,6.45,C
Kimaya Bera,R0356,ID00356,9823309123,"Dyal, Dhawan and Brar College","96/341, Chaudhuri Circle, Motihari-908849",umangchopra@gmail.com,2020,Mechanical,VLSI,493,6.55,C
Trisha Ratti,R0357,ID00357,9226469048,Kanda-Khanna College,"946, Butala, Rajkot 844371",yjoshi@borah.biz,2022,Information Technology,VLSI,442,8.43,A
Trisha Randhawa,R0358,ID00358,9345129759,"Atwal, Lata and Dhawan College","H.No. 48, Wali Path, Ramgarh-406141",ranbir03@hotmail.com,2022,Electrical,Networking,599,7.7,B
Tushar Choudhry,R0359,ID00359,9769708835,Bhatti-Bakshi College,"87, Jani Zila, Sasaram-685401",dbose@deol.com,2020,Computer Science,Thermodynamics,588,7.37,B
Shray Wadhwa,R0360,ID00360,9119250138,"Ratti, Kale and Sankaran College","26/49, Dhillon Chowk, Gandhinagar 454256",zeeshanramesh@kale.biz,2023,Electrical,Software Engineering,538,7.29,B
Arhaan Tella,R0361,ID00361,9530796622,"Lal, Bobal and Wali College","H.No. 60, Shukla Zila, Aizawl 442223",hrishita32@gaba.com,2021,Electronics,Structural Design,571,6.37,C
Shray Master,R0362,ID00362,9846969571,Rana Group College,"30/99, Wali Marg, Rewa 197986",baiju39@hayer.com,2022,Civil,Thermodynamics,480,8.65,A
Shamik Krishnan,R0363,ID00363,9139888023,"Upadhyay, Bajwa and Virk College","12/404, Kanda Circle, Belgaum-505714",divit65@dass-bala.biz,2023,Electronics,VLSI,446,8.95,A
Miraan Sahni,R0364,ID00364,9653050940,"Bakshi, Jain and Dewan College","494, Kalita Road, Satna-669289",stak@gaba.biz,2022,Electrical,Structural Design,593,6.39,C
Taimur Bala,R0365,ID00365,9617827306,Raman Group College,"54/549, Kumer Street, Rampur-458899",tarandivan@hotmail.com,2024,Mechanical,Networking,451,8.47,A
Onkar Mangal,R0366,ID00366,9588496687,Hayre-Kar College,"H.No. 367, Saraf Road, Bhind 724741",tushar12@hotmail.com,2025,Civil,Power Systems,594,6.27,C
Inaaya  Jani,R0367,ID00367,9374134243,"Bassi, Chaudhari and Sinha College","23/26, Yogi Chowk, Uluberia-275442",siyasangha@sankaran.org,2021,Electronics,Structural Design,473,9.28,A+
Miraya Borde,R0368,ID00368,9803807561,"Mani, Mandal and Thakur College","22/90, Ramachandran Nagar, Dehri 257796",dhanushsethi@setty.com,2022,Civil,Power Systems,440,9.29,A+
Charvi Hora,R0369,ID00369,9654729123,Deshmukh-Kant College,"H.No. 664, Sibal Road, Tadipatri 217192",amani41@kata.com,2024,Electrical,Power Systems,513,6.98,C
Saira Sangha,R0370,ID00370,9811833749,Rau PLC College,"58/363, Kamdar Zila, Rampur-587791",canne@thaman.net,2025,Mechanical,Structural Design,467,8.02,A
Hrishita Ghose,R0371,ID00371,9964103154,Kaul Group College,"53/93, Rajagopal Path, Tadepalligudem-722766",ela60@shah.com,2022,Electrical,Thermodynamics,544,6.13,C
Jayesh Sodhi,R0372,ID00372,9245905488,Chauhan-Sahota College,"H.No. 40, Krishna Chowk, Katihar 360619",kairagour@krishnamurthy.net,2022,Information Technology,Software Engineering,558,9.63,A+
Tushar Wable,R0373,ID00373,9108540373,"Bedi, Dhawan and Chana College","09/108, Upadhyay Path, Vijayawada-781928",kashvi00@yahoo.com,2023,Electronics,Thermodynamics,546,6.83,C
Lagan Mahajan,R0374,ID00374,9505675091,"Doctor, Datta and Bhagat College","H.No. 46, Vora Marg, Mira-Bhayandar-795397",sandhusaksham@saha-basu.biz,2021,Civil,Software Engineering,547,9.3,A+
Sana Sabharwal,R0375,ID00375,9936072786,Thakur-Verma College,"58, Sarkar Path, Vasai-Virar-747436",khalsaanahi@yahoo.com,2025,Civil,Networking,517,7.72,B
Divij Kuruvilla,R0376,ID00376,9253983621,Barad LLC College,"90/47, Kulkarni Road, Cuttack 902093",reyansh47@gmail.com,2023,Electrical,Thermodynamics,418,8.39,A
Zara Rajagopalan,R0377,ID00377,9678538364,Cherian-Srinivas College,"56/900, Mani Zila, Shahjahanpur 100239",chiragdin@gmail.com,2024,Information Technology,Networking,506,8.47,A
Ayesha Comar,R0378,ID00378,9108676616,Sinha-Raval College,"H.No. 432, Gokhale Street, Tirunelveli 119652",dharmajan78@gmail.com,2021,Computer Science,Networking,519,9.15,A+
Vidur Seshadri,R0379,ID00379,9589585711,Dasgupta and Sons College,"68/67, Walia Circle, Rourkela 531314",mahika28@yahoo.com,2022,Civil,Thermodynamics,537,7.41,B
Yasmin Goel,R0380,ID00380,9433221045,"Kalla, Char and Sawhney College","22/145, Loke Street, Shimla-901322",riyadutta@anand.org,2023,Civil,Networking,576,9.61,A+
Zara Bhatt,R0381,ID00381,9373668831,Kota Group College,"H.No. 391, Lall Zila, Panipat 828047",seherbala@gmail.com,2024,Electronics,Software Engineering,562,6.04,C
Nishith Dash,R0382,ID00382,9180954933,"Lal, Bhalla and Bhardwaj College","596, Johal Path, Nagercoil-705924",tanya07@hotmail.com,2021,Computer Science,Power Systems,567,7.53,B
Urvi Chacko,R0383,ID00383,9150457234,Hegde-Gour College,"H.No. 221, Raj Circle, Shimla-097543",rasha84@kashyap.biz,2021,Computer Science,Power Systems,599,6.12,C
Lagan Dugar,R0384,ID00384,9137923305,Desai and Sons College,"65/212, D’Alia Path, Nagpur-144127",samarth82@hayer.info,2023,Electrical,Structural Design,589,8.78,A
Shaan Kapoor,R0385,ID00385,9814053128,"Loyal, Yohannan and Krishnamurthy College","272, Bir Ganj, Gandhinagar-241038",divij51@yahoo.com,2022,Electrical,Structural Design,533,7.91,B
Misha Vig,R0386,ID00386,9404742035,Vasa-Ranganathan College,"58/765, Kumar Road, Ulhasnagar 368128",urvi23@hotmail.com,2022,Civil,Networking,503,9.31,A+
Manikya Verma,R0387,ID00387,9486971181,"Comar, Bumb and Vala College","39/79, Vora, Srikakulam-992434",pbajwa@gole.info,2024,Computer Science,Structural Design,548,9.66,A+
Mamooty Rastogi,R0388,ID00388,9521802096,Sehgal-Hayer College,"834, Soman Marg, Uluberia-111753",tejasrout@bhatti.com,2024,Computer Science,Structural Design,436,7.51,B
Kaira Bala,R0389,ID00389,9499776620,Ramesh-Deep College,"H.No. 34, Tailor Circle, Miryalaguda 249486",piyaandra@yahoo.com,2021,Electrical,Networking,437,6.1,C
Ishita Vora,R0390,ID00390,9306419755,"Bumb, Sachdeva and Johal College","98, Halder Road, Aizawl-166461",cdhillon@sarna-dey.com,2021,Electrical,Structural Design,488,6.9,C
Mamooty Shenoy,R0391,ID00391,9144776695,Brahmbhatt and Sons College,"28/980, Sachar Chowk, Hindupur 584485",piyadada@koshy.com,2025,Information Technology,Thermodynamics,415,7.91,B
Ishita Wable,R0392,ID00392,9262195370,Agarwal LLC College,"494, Bhavsar Chowk, Agra 742107",bhavinchauhan@hotmail.com,2022,Information Technology,Power Systems,487,7.44,B
Kaira Lall,R0393,ID00393,9565268066,Mann-Dalal College,"90/37, Chadha Marg, Jalandhar-173773",sumer68@yahoo.com,2024,Mechanical,Networking,437,7.98,B
Mohanlal Verma,R0394,ID00394,9421946164,De-Kala College,"93, Rattan Ganj, Moradabad 210684",aradhya58@yahoo.com,2020,Mechanical,Thermodynamics,527,6.01,C
Tarini Kala,R0395,ID00395,9331281458,Sane-Dey College,"H.No. 46, Vora Street, Saharanpur 115734",ployal@wason-sarna.com,2021,Information Technology,VLSI,574,6.21,C
Arnav Shan,R0396,ID00396,9963212662,"Konda, Boase and Raman College","H.No. 04, Sangha Marg, Indore-860179",hansshlok@bir.com,2022,Electronics,Power Systems,433,9.9,A+
Jiya Deshpande,R0397,ID00397,9829442898,"Arora, Wali and Venkataraman College","24/36, Wadhwa Road, Jamalpur 383909",bhallaranbir@kata.com,2024,Mechanical,VLSI,531,7.97,B
Samaira Lad,R0398,ID00398,9548090646,Sangha-Shan College,"89, Mangat Nagar, Sikar-579226",divit83@yahoo.com,2025,Civil,Software Engineering,423,6.85,C
Lakshit Subramanian,R0399,ID00399,9308330045,"Bassi, Kuruvilla and Handa College","08, Kibe Nagar, Nanded-811413",aganesan@yahoo.com,2025,Electronics,Networking,410,7.09,B
Sana Kapoor,R0400,ID00400,9773561930,"Gandhi, Tiwari and Lad College","05/212, Doctor Path, Bettiah-552300",ushankar@hotmail.com,2020,Electrical,Thermodynamics,499,9.42,A+
Piya Gopal,R0401,ID00401,9789686980,"Chahal, Chandran and Zacharia College","317, Sha Marg, Ramgarh 920761",tiya99@yahoo.com,2025,Computer Science,VLSI,473,9.81,A+
Sahil Koshy,R0402,ID00402,9434297541,Tank-Wagle College,"096, Vasa Street, Hyderabad-025508",aarushsundaram@bedi.com,2020,Information Technology,Software Engineering,492,7.89,B
Shaan Dass,R0403,ID00403,9885739760,"Sami, Dewan and Dave College","394, Krish Circle, Vasai-Virar 779612",kismatsahni@dugar.com,2021,Civil,Software Engineering,505,8.44,A
Arhaan Dass,R0404,ID00404,9939706622,Badal Ltd College,"63/13, Khare Nagar, Bidar-175347",sanghaabram@gmail.com,2023,Computer Science,Structural Design,436,6.45,C
Charvi Agrawal,R0405,ID00405,9143925305,Ganesan-Yadav College,"H.No. 834, Choudhary Path, Amritsar 759133",sdara@kamdar-chauhan.com,2022,Electrical,Software Engineering,419,6.21,C
Neysa Magar,R0406,ID00406,9664016021,Chada-Cheema College,"97/371, Loke Chowk, Sambhal-091181",ythaker@baria-dutta.com,2024,Civil,Software Engineering,488,7.02,B
Mahika Mammen,R0407,ID00407,9951229770,"Yohannan, Sahota and Acharya College","22/522, Ganguly Zila, Bhavnagar-019972",pari26@acharya.org,2024,Mechanical,Software Engineering,504,7.15,B
Riaan Anand,R0408,ID00408,9857576298,Rout-Bobal College,"94/82, Behl, Purnia-881189",myravig@ramachandran-ben.net,2022,Information Technology,Power Systems,461,7.51,B
Lakshay Dalal,R0409,ID00409,9368472179,"Golla, Bhargava and Char College","06, Walia Ganj, Sirsa-315171",elakshishetty@kalita-savant.net,2023,Information Technology,VLSI,504,9.14,A+
Romil Khatri,R0410,ID00410,9103557914,Choudhury PLC College,"H.No. 098, Varkey Ganj, Allahabad 210570",shayaksinghal@bali-bhatia.com,2022,Electronics,Structural Design,586,7.87,B
Umang Dasgupta,R0411,ID00411,9944115138,"Varughese, Chacko and Dara College","26, Varkey Marg, Eluru-538408",reneebala@gmail.com,2021,Electrical,Networking,587,9.06,A+
Sahil Sangha,R0412,ID00412,9990834038,"Barad, Thakur and Bala College","58, Keer Circle, Satna-958707",lavanya79@chaudhry.com,2022,Civil,Software Engineering,539,7.43,B
Ivan Raja,R0413,ID00413,9939233174,Anne-Shetty College,"16/80, Bumb Nagar, Dhule 095893",zainabuch@din.net,2025,Mechanical,Thermodynamics,466,7.2,B
Bhavin Bal,R0414,ID00414,9552508891,"Johal, Kala and Tella College","H.No. 31, Bali Path, Vijayawada-602930",basuanya@varty-sarkar.com,2021,Computer Science,Structural Design,538,8.62,A
Kavya Sagar,R0415,ID00415,9418166164,Saxena-Babu College,"00/312, Tiwari Street, Farrukhabad 153269",dbarad@gmail.com,2023,Computer Science,Power Systems,454,6.63,C
Pari Gill,R0416,ID00416,9326837512,Sastry LLC College,"H.No. 07, Jayaraman Marg, Medininagar-975636",sumerkunda@hotmail.com,2024,Electronics,VLSI,486,9.53,A+
Devansh Uppal,R0417,ID00417,9640390955,Chander-Kapur College,"23/13, Dora, Udaipur 062561",ashan@babu.com,2020,Electronics,VLSI,491,6.12,C
Krish Wason,R0418,ID00418,9767772970,Badami LLC College,"16/13, Chanda Road, Chapra-465203",dhruvgarg@samra-bose.com,2024,Electronics,VLSI,447,8.62,A
Vaibhav Ray,R0419,ID00419,9341052135,Chakrabarti LLC College,"H.No. 39, Sehgal Chowk, Patiala 496957",tarinikrish@hotmail.com,2021,Computer Science,Networking,430,6.84,C
Divit Lala,R0420,ID00420,9824338524,Bobal Ltd College,"36, Ghose Road, Bhubaneswar-437005",yraval@gmail.com,2021,Computer Science,Networking,493,7.99,B
Miraan Tak,R0421,ID00421,9279239655,"Khare, Vora and Lal College","412, Wagle Zila, Secunderabad-042358",ushan@balan.com,2022,Electrical,Structural Design,474,9.95,A+
Miraya Shankar,R0422,ID00422,9197453174,Barad PLC College,"80/78, Dalal Circle, Bhilai-590077",diya41@hotmail.com,2024,Computer Science,Thermodynamics,406,6.58,C
Kiara D’Alia,R0423,ID00423,9595021570,Sood Group College,"075, Goswami Chowk, Mehsana-780730",nirvaan32@bedi-kara.biz,2025,Electrical,VLSI,598,9.04,A+
Kavya Sachdev,R0424,ID00424,9198122058,Chadha-Kara College,"H.No. 44, Gandhi Circle, Parbhani-232751",dhanush81@gmail.com,2020,Mechanical,Networking,536,9.31,A+
Mishti Sami,R0425,ID00425,9557934635,Ganesh-Kamdar College,"H.No. 73, Sridhar Zila, Kolhapur 990234",twalla@agarwal-savant.com,2022,Computer Science,Power Systems,407,9.3,A+
Damini Varughese,R0426,ID00426,9345587112,Kale-Sethi College,"70/59, Apte Zila, Varanasi-206079",onkarreddy@singhal.com,2021,Mechanical,VLSI,419,8.63,A
Biju Uppal,R0427,ID00427,9838732499,"Kale, Randhawa and Bhandari College","73/194, Dhillon Zila, Siliguri 933321",dviswanathan@gmail.com,2024,Mechanical,VLSI,454,8.94,A
Azad Shenoy,R0428,ID00428,9569625176,"Gokhale, Konda and Varty College","09, Dhingra Path, Rourkela 129348",prishaganesan@yahoo.com,2025,Electrical,VLSI,571,9.73,A+
Shamik Choudhury,R0429,ID00429,9706212125,"Bhagat, Basak and Kulkarni College","29, Dixit Circle, Lucknow-243807",hanshborra@shan.net,2022,Mechanical,Power Systems,444,9.11,A+
Priyansh Chaudhari,R0430,ID00430,9716761066,"Saha, Som and Thaker College","H.No. 37, Kapur Ganj, Etawah-673961",farhan49@goyal.com,2021,Electrical,Thermodynamics,452,6.56,C
Zara Vyas,R0431,ID00431,9719544351,Salvi LLC College,"92/40, Singhal Zila, Sambhal 009848",myragolla@dhillon-vohra.biz,2022,Computer Science,Networking,479,8.56,A
Azad Karpe,R0432,ID00432,9127475849,Shan-Srivastava College,"73, Hans Zila, Shahjahanpur 020372",kadakiamohanlal@yahoo.com,2021,Civil,Thermodynamics,595,6.58,C
Vivaan Bhatt,R0433,ID00433,9860546941,"Viswanathan, Batra and Sarna College","33/332, Das Road, Kurnool 290227",taratailor@zachariah-magar.com,2024,Electrical,Networking,537,7.66,B
Arhaan Jha,R0434,ID00434,9420519258,Bhatti PLC College,"45/02, Sahota Ganj, Bhiwani-182305",anikalad@chauhan.net,2020,Computer Science,Thermodynamics,453,9.13,A+
Shamik Virk,R0435,ID00435,9352467921,Dhingra Inc College,"96/07, Anne Circle, Gaya-563989",lallaanya@wable.com,2024,Computer Science,Thermodynamics,536,7.62,B
Nirvaan Rajagopal,R0436,ID00436,9141858670,Malhotra Inc College,"00, Sane Nagar, Mumbai-101969",mchokshi@walia.com,2025,Civil,Networking,574,8.84,A
Ivana Sinha,R0437,ID00437,9900718100,Gokhale-Kapoor College,"H.No. 40, Yadav, Bulandshahr 631931",kbuch@sarkar.com,2025,Information Technology,Software Engineering,520,8.6,A
Aarna Sachdev,R0438,ID00438,9173680210,Ramakrishnan-Dubey College,"H.No. 82, Solanki Road, Nandyal 511902",nishithkaran@hotmail.com,2024,Electronics,Structural Design,453,6.72,C
Nirvi Deshmukh,R0439,ID00439,9971278692,Singh-Agarwal College,"H.No. 53, Contractor Chowk, Vijayawada-919600",chakrabortydhruv@hotmail.com,2025,Computer Science,Power Systems,484,7.07,B
Zoya D’Alia,R0440,ID00440,9119973345,Kant-Brahmbhatt College,"89, Chand Zila, Bijapur 799518",prerak64@raja.biz,2020,Mechanical,Power Systems,519,9.97,A+
Navya Sane,R0441,ID00441,9117422589,Sarraf PLC College,"H.No. 23, Seth Path, Kurnool-134976",hiranbhattacharyya@sule.net,2023,Electrical,Software Engineering,445,7.88,B
Urvi Seshadri,R0442,ID00442,9399286095,"Virk, Chakraborty and Bhatia College","47/72, Joshi Ganj, Phagwara-588785",aryaanay@edwin-kulkarni.com,2025,Electrical,Networking,556,9.22,A+
Abram Anand,R0443,ID00443,9217791362,Shenoy-Thakkar College,"08, Luthra, Solapur 563960",umang18@gmail.com,2022,Civil,Networking,437,9.47,A+
Vritika Madan,R0444,ID00444,9993524176,Ratta-Varma College,"H.No. 108, Gera Ganj, Aurangabad-370106",choudhurydharmajan@yahoo.com,2024,Civil,Structural Design,498,6.11,C
Zeeshan Behl,R0445,ID00445,9444739249,Kala Ltd College,"64, Bhandari Ganj, Bellary 202434",shray97@choudhury.com,2024,Computer Science,Networking,477,7.85,B
Stuvan Dubey,R0446,ID00446,9150356329,"Bhat, Lala and Mandal College","607, Sampath Ganj, Bokaro 972830",hazelsaxena@bhatnagar.net,2024,Information Technology,Power Systems,496,9.88,A+
Lagan Kannan,R0447,ID00447,9618575336,Edwin PLC College,"23/70, Ghosh Circle, Bokaro-071304",veerbhatnagar@sampath.info,2023,Civil,Thermodynamics,502,9.28,A+
